seq,orderid,orderdate,shipdate,customerid,customername,customertype,국가,도시,주,우편번호,regiontype,productid,bigcategory,subcategory,productname,price,quantity,discount
8323,CA-2016-1307781,19/11/2016 0:00,25/11/2016 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,33.33,2,0
8324,CA-2016-1307782,19/11/2016 0:00,25/11/2016 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line While You Were Out Book, 5 1/2 X 4",58.67,5,0
4343,CA-2017-1054101,19/03/2017 0:00,22/03/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1",30.53,6,0.2
3232,US-2017-1563561,16/04/2017 0:00,22/04/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,31.53,3,0.8
3233,US-2017-1563562,16/04/2017 0:00,22/04/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",34.53,1,0.8
3234,US-2017-1563563,16/04/2017 0:00,22/04/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,26.53,2,0.2
4558,US-2017-1173311,21/10/2017 0:00,28/10/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel Spel-Binder,24.53,1,0.7
7624,CA-2014-1244641,14/07/2014 0:00,20/07/2014 0:00,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,29.33,1,0
6499,CA-2015-1031352,24/07/2015 0:00,28/07/2015 0:00,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",56.53,9,0
6501,CA-2015-1031354,24/07/2015 0:00,28/07/2015 0:00,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",56.53,6,0
7464,CA-2016-1037091,08/09/2016 0:00,15/09/2016 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-AR-10003338,Office Supplies,Art,Eberhard Faber 3 1/2 Golf Pencils,32.8,2,0
7465,CA-2016-1037092,08/09/2016 0:00,15/09/2016 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,9.67,8,0
7466,CA-2016-1037093,08/09/2016 0:00,15/09/2016 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",43.53,2,0
4513,CA-2016-1189691,02/10/2016 0:00,03/10/2016 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",36.53,6,0.7
8269,CA-2017-1217902,30/01/2017 0:00,06/02/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,48.47,4,0.2
8271,CA-2017-1217904,30/01/2017 0:00,06/02/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",35.8,2,0.2
1323,CA-2017-1218041,03/03/2017 0:00,08/03/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,46.33,5,0
8198,CA-2017-1027362,05/09/2017 0:00,09/09/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.8,5,0.2
8199,CA-2017-1027363,05/09/2017 0:00,09/09/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,8.67,3,0.2
4944,CA-2017-1067821,21/12/2017 0:00,27/12/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,26.53,1,0
588,CA-2015-1281392,03/07/2015 0:00,09/07/2015 0:00,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",51.6,3,0
2742,CA-2016-1650151,25/02/2016 0:00,27/02/2016 0:00,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,14.4,5,0.2
8280,CA-2017-1461921,22/04/2017 0:00,26/04/2017 0:00,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,26.53,3,0
6403,CA-2017-1254722,30/05/2017 0:00,31/05/2017 0:00,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,18.53,1,0
4632,CA-2017-1683961,03/08/2017 0:00,08/08/2017 0:00,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10001297,Office Supplies,Labels,Avery 473,8.6,5,0
7205,CA-2015-1366581,10/09/2015 0:00,17/09/2015 0:00,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,40475,South,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,37.8,2,0
1554,CA-2017-1583861,16/10/2017 0:00,21/10/2017 0:00,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,40475,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,34.53,5,0
3400,CA-2014-1022742,21/11/2014 0:00,26/11/2014 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,33.67,6,0
3401,CA-2014-1022743,21/11/2014 0:00,26/11/2014 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,40.53,3,0
3402,CA-2014-1022744,21/11/2014 0:00,26/11/2014 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,9.8,3,0
9924,CA-2015-1595341,20/03/2015 0:00,23/03/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,47.53,3,0.2
9925,CA-2015-1595342,20/03/2015 0:00,23/03/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",69.4,1,0
9926,CA-2015-1595343,20/03/2015 0:00,23/03/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,42.53,8,0.2
9928,CA-2015-1595345,20/03/2015 0:00,23/03/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",20.53,4,0
3703,CA-2015-1049411,13/06/2015 0:00,19/06/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,8.8,6,0
3704,CA-2015-1049412,13/06/2015 0:00,19/06/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,50.53,3,0
3706,CA-2015-1049414,13/06/2015 0:00,19/06/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,8.67,5,0
4704,CA-2016-1662401,24/06/2016 0:00,28/06/2016 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,23.33,2,0.8
5740,US-2017-1478861,28/03/2017 0:00,31/03/2017 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,9.67,2,0
5743,US-2017-1478864,28/03/2017 0:00,31/03/2017 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,9.67,4,0
5744,US-2017-1478865,28/03/2017 0:00,31/03/2017 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,9.67,3,0
5745,US-2017-1478866,28/03/2017 0:00,31/03/2017 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,28.53,7,0
9617,CA-2016-1402561,22/08/2016 0:00,29/08/2016 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10002255,Office Supplies,Art,Newell 346,9.8,2,0
9506,CA-2016-1136072,14/10/2016 0:00,18/10/2016 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,9.67,2,0
9251,CA-2016-1053541,02/12/2016 0:00,06/12/2016 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",34.53,8,0
8377,CA-2017-1562721,21/03/2017 0:00,27/03/2017 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,47.33,1,0.2
8733,CA-2017-1169881,27/06/2017 0:00,29/06/2017 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,9.67,3,0
1443,CA-2017-1176951,05/08/2017 0:00,08/08/2017 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",60.67,2,0
8686,CA-2017-1373231,14/11/2017 0:00,18/11/2017 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",59.53,6,0
2566,CA-2017-1095891,21/12/2017 0:00,24/12/2017 0:00,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,29.9,4,0
7552,CA-2014-1403962,20/11/2014 0:00,25/11/2014 0:00,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,30.4,6,0
7107,CA-2017-1289443,19/06/2017 0:00,21/06/2017 0:00,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",54.9,9,0.2
7927,CA-2017-1204041,20/11/2017 0:00,24/11/2017 0:00,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,23.9,3,0
7928,CA-2017-1204042,20/11/2017 0:00,24/11/2017 0:00,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,14.4,1,0
5684,CA-2014-1643152,02/04/2014 0:00,08/04/2014 0:00,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,18.4,7,0
9889,CA-2015-1275441,08/08/2015 0:00,12/08/2015 0:00,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,28.9,1,0
8001,US-2015-1514071,08/11/2015 0:00,12/11/2015 0:00,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,12.4,4,0
3288,CA-2015-1577701,13/12/2015 0:00,15/12/2015 0:00,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,38.4,3,0.2
3290,CA-2015-1577703,13/12/2015 0:00,15/12/2015 0:00,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,36.9,5,0
3291,CA-2015-1577704,13/12/2015 0:00,15/12/2015 0:00,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,49.9,1,0
1673,CA-2017-1116471,03/07/2017 0:00,07/07/2017 0:00,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,33.4,4,0.2
847,CA-2015-1143001,13/10/2015 0:00,17/10/2015 0:00,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10001552,Technology,Phones,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Gr,107.4,7,0
2833,CA-2014-1489152,01/11/2014 0:00,05/11/2014 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,45.4,3,0.2
4344,CA-2017-1054102,19/03/2017 0:00,22/03/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,45.4,6,0.2
4345,CA-2017-1054103,19/03/2017 0:00,22/03/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,36.9,2,0
4346,CA-2017-1054104,19/03/2017 0:00,22/03/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,35.9,4,0
3465,CA-2017-1286991,03/12/2017 0:00,05/12/2017 0:00,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,55.9,1,0.2
6500,CA-2015-1031353,24/07/2015 0:00,28/07/2015 0:00,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,51.9,14,0
6695,US-2016-1635381,26/08/2016 0:00,30/08/2016 0:00,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,30.9,3,0
8270,CA-2017-1217903,30/01/2017 0:00,06/02/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,16.4,4,0.2
8197,CA-2017-1027361,05/09/2017 0:00,09/09/2017 0:00,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,25.9,4,0.2
3399,CA-2014-1022741,21/11/2014 0:00,26/11/2014 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",56.4,1,0
8502,CA-2015-1023161,01/03/2015 0:00,03/03/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,24.4,2,0.2
9927,CA-2015-1595344,20/03/2015 0:00,23/03/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,33.4,2,0
3705,CA-2015-1049413,13/06/2015 0:00,19/06/2015 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,51.3,3,0
5742,US-2017-1478863,28/03/2017 0:00,31/03/2017 0:00,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,46.2,2,0.2
9505,CA-2016-1136071,14/10/2016 0:00,18/10/2016 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10004094,Technology,Phones,Motorola L703CM,14.4,7,0
6831,CA-2016-1404381,24/12/2016 0:00,27/12/2016 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,16.4,3,0
8735,CA-2017-1169883,27/06/2017 0:00,29/06/2017 0:00,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,32.9,5,0
5193,CA-2014-1015601,28/11/2014 0:00,01/12/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,50.78,5,0
9721,CA-2016-1196411,22/09/2016 0:00,26/09/2016 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",56.78,2,0
4851,CA-2014-1078182,08/09/2014 0:00,14/09/2014 0:00,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",58.33,5,0.2
2026,CA-2015-1142371,13/03/2015 0:00,15/03/2015 0:00,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",74,2,0
4109,CA-2015-1055992,07/09/2015 0:00,07/09/2015 0:00,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,45.33,3,0.4
1628,CA-2015-1431191,24/09/2015 0:00,30/09/2015 0:00,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,36.33,6,0
7695,CA-2016-1188991,22/03/2016 0:00,22/03/2016 0:00,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",34.33,7,0.2
2891,CA-2014-1427271,29/04/2014 0:00,01/05/2014 0:00,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",37.33,2,0
3821,CA-2017-1418732,09/10/2017 0:00,14/10/2017 0:00,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,FUR-BO-10003034,Furniture,Bookcases,"OSullivan Elevations Bookcase, Cherry Finish",43,3,0.2
9787,US-2014-1143771,05/11/2014 0:00,05/11/2014 0:00,BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,71203,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",34.33,5,0
4593,CA-2016-1298683,26/12/2016 0:00,31/12/2016 0:00,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",36.33,3,0.2
4595,CA-2016-1298685,26/12/2016 0:00,31/12/2016 0:00,MC-18130,Mike Caudle,Corporate,United States,Monroe,Louisiana,71203,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,41.33,3,0.2
4282,CA-2014-1669892,14/11/2014 0:00,18/11/2014 0:00,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",31.33,2,0.1
764,CA-2014-1627751,13/01/2014 0:00,15/01/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,14.4,2,0
765,CA-2014-1627752,13/01/2014 0:00,15/01/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,29.4,3,0
767,CA-2014-1627754,13/01/2014 0:00,15/01/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,17.53,3,0
768,CA-2014-1627755,13/01/2014 0:00,15/01/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,46.53,6,0
8736,US-2014-1693901,07/02/2014 0:00,10/02/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,39.53,4,0
5194,CA-2014-1015602,28/11/2014 0:00,01/12/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,9.67,7,0
5195,CA-2014-1015603,28/11/2014 0:00,01/12/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,22.8,4,0
5196,CA-2014-1015604,28/11/2014 0:00,01/12/2014 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black",53.53,3,0
5349,CA-2015-1498111,04/01/2015 0:00,10/01/2015 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",56.53,3,0
5350,CA-2015-1498112,04/01/2015 0:00,10/01/2015 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",84.67,5,0
2586,CA-2015-1210411,03/11/2015 0:00,10/11/2015 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",39.4,2,0.2
9061,CA-2015-1364201,20/11/2015 0:00,21/11/2015 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",34.53,4,0.2
9062,CA-2015-1364202,20/11/2015 0:00,21/11/2015 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-LA-10002762,Office Supplies,Labels,Avery 485,8.6,4,0
4307,CA-2016-1610951,28/06/2016 0:00,28/06/2016 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,57.53,3,0.2
4308,CA-2016-1610952,28/06/2016 0:00,28/06/2016 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,57.53,2,0.2
6357,CA-2017-1390801,23/01/2017 0:00,28/01/2017 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,49.53,5,0.2
6358,CA-2017-1390802,23/01/2017 0:00,28/01/2017 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,8.67,4,0
6359,CA-2017-1390803,23/01/2017 0:00,28/01/2017 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,8.67,1,0
5484,CA-2017-1054874,08/10/2017 0:00,14/10/2017 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,26.53,2,0
8801,CA-2017-1489921,23/11/2017 0:00,27/11/2017 0:00,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,9.67,2,0.2
